City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,ramnagar,29.4,79.1167,295.51,49,0,0.59,IN,1699846961
362,metlili chaamba,32.2667,3.6333,288.67,31,0,1.54,DZ,1699846961
363,ikryanoye,46.0932,47.7308,284.14,83,100,2.96,RU,1699846961
364,trondheim,63.4305,10.3951,273.2,84,26,2.84,NO,1699846961
365,haiku-pauwela,20.9219,-156.3051,298.16,74,40,9.77,US,1699846961
366,chimbote,-9.0853,-78.5783,292.36,85,81,3.89,PE,1699846961
367,antsiranana,-12.2787,49.2917,298.57,73,20,4.12,MG,1699846757
368,kotlas,61.2611,46.6556,273.18,90,100,2.68,RU,1699846962
369,hilo,19.7297,-155.09,297.19,90,100,0.45,US,1699846823
370,alesund,62.4723,6.1549,276.11,74,3,4.63,NO,1699846851
371,ancud,-41.8697,-73.8203,281.93,84,92,5.01,CL,1699846744
372,san antonio de pale,-1.4014,5.6325,299.36,83,47,4.3,GQ,1699846962
373,asubulaq,49.5583,83.0558,274.32,86,100,1.34,KZ,1699846962
374,sanquelim,15.5833,74.0,300.38,55,100,2.29,IN,1699846962
375,riyadh,24.6877,46.7219,292.23,52,61,2.72,SA,1699846800
376,murehwa,-17.6432,31.784,292.88,61,27,1.41,ZW,1699846962
377,griffith,41.5284,-87.4237,282.53,59,0,3.6,US,1699846694
378,cabedelo,-6.9811,-34.8339,297.52,78,27,2.93,BR,1699846895
379,tarnogskiy gorodok,60.4997,43.5761,273.85,97,100,5.4,RU,1699846963
380,bikenibeu village,1.3673,173.1241,303.13,79,75,1.54,KI,1699846963
381,zhangye,38.9342,100.4517,278.68,25,0,1.71,CN,1699846963
382,kisangani,0.5167,25.2,293.09,98,100,1.18,CD,1699846867
383,ruwandiz,36.6163,44.5311,288.62,54,95,0.56,IQ,1699846963
384,kone,-21.0595,164.8658,299.24,49,53,4.59,NC,1699846963
385,saldanha,-33.0117,17.9442,286.18,87,1,5.93,ZA,1699846743
386,skipton,53.9614,-2.0168,281.94,97,100,2.34,GB,1699846963
387,sorong,-0.8833,131.25,302.85,70,99,3.27,ID,1699846964
388,kirando,-7.4167,30.6,296.31,81,100,2.5,TZ,1699846964
389,maragogi,-9.0122,-35.2225,296.24,80,7,1.5,BR,1699846964
390,vineuil,47.5833,1.3833,288.13,88,100,8.74,FR,1699846964
391,nelson bay,-32.7167,152.15,295.43,64,82,1.79,AU,1699846855
392,bokoro,12.3807,17.0568,299.22,22,79,3.0,TD,1699846964
393,nabire,-3.3667,135.4833,305.45,54,44,2.0,ID,1699846964
394,lampazos de naranjo,27.0167,-100.5167,287.79,95,100,2.33,MX,1699846964
395,nguti,5.3299,9.4185,296.33,95,100,0.54,CM,1699846965
396,half moon,34.826,-77.4594,284.39,83,100,5.14,US,1699846965
397,tarija,-21.5355,-64.7296,293.23,67,100,0.87,BO,1699846965
398,rethymno,35.3647,24.4714,292.94,78,56,3.56,GR,1699846965
399,gadzhiyevo,69.2551,33.3362,262.93,96,96,4.23,RU,1699846752
400,higuera de zaragoza,25.95,-109.2833,296.11,56,0,3.3,MX,1699846965
401,quepos,9.4236,-84.1652,299.31,87,100,0.36,CR,1699846965
402,dzhubga,44.3211,38.7039,287.0,78,99,3.95,RU,1699846965
403,caribou,46.8606,-68.012,270.39,77,100,4.12,US,1699846965
404,benito juarez,19.385,-99.165,290.37,80,75,2.06,MX,1699846936
405,acapulco de juarez,16.8634,-99.8901,302.05,84,0,2.57,MX,1699846940
406,sebastopol,44.6,33.5333,284.26,54,85,3.28,UA,1699846966
407,vulcanesti,45.6842,28.4028,278.19,61,3,1.14,MD,1699846966
408,grand baie,-20.0182,57.5802,300.07,65,0,0.45,MU,1699846966
409,luanda,-8.8368,13.2343,298.15,83,75,3.09,AO,1699846966
410,ambovombe,-25.1667,46.0833,298.33,47,0,3.34,MG,1699846966
411,praia da vitoria,38.7333,-27.0667,290.29,82,75,1.33,PT,1699846783
412,talakan,50.3167,130.3667,269.49,66,33,4.98,RU,1699846966
413,gulf shores,30.246,-87.7008,292.04,80,100,2.57,US,1699846967
414,yaren,-0.5472,166.916,301.33,80,94,11.37,NR,1699846967
415,castillos,-34.1667,-53.8333,288.42,91,67,3.28,UY,1699846967
416,argo,37.6333,22.7333,289.7,83,99,0.79,GR,1699846967
417,sinabang,2.4803,96.3801,301.38,77,76,1.42,ID,1699846967
418,lorengau,-2.0226,147.2712,302.23,67,62,1.49,PG,1699846967
419,lannemezan,43.1252,0.384,282.31,66,49,2.63,FR,1699846967
420,kashgar,39.4547,75.9797,279.71,42,0,4.0,CN,1699846967
421,washim,20.1,77.15,297.39,43,66,2.58,IN,1699846967
422,gustavia,17.8962,-62.8498,300.68,79,1,4.47,BL,1699846626
423,montenegro,42.5,19.3,277.01,93,0,0.0,ME,1699846968
424,belfast,54.5833,-5.9333,284.48,94,20,5.66,GB,1699846680
425,sandnessjoen,66.0217,12.6316,265.44,69,14,5.79,NO,1699846968
426,utrik,11.2278,169.8474,301.03,83,99,9.15,MH,1699846748
427,bugyi,47.2275,19.1466,277.63,83,98,2.07,HU,1699846968
428,sabratah,32.7933,12.4885,293.04,55,0,2.89,LY,1699846968
429,salekhard,66.53,66.6019,260.96,88,8,3.88,RU,1699846968
430,mount carmel,38.4109,-87.7614,280.32,50,25,2.09,US,1699846968
431,tallahassee,30.4383,-84.2807,288.63,91,100,1.34,US,1699846969
432,uniao da vitoria,-26.23,-51.0864,293.94,95,61,1.77,BR,1699846969
433,guerrero negro,27.9769,-114.0611,292.5,64,0,4.42,MX,1699846969
434,shache,38.4167,77.2406,282.07,22,21,0.55,CN,1699846969
435,taco pozo,-25.6167,-63.2833,293.34,92,100,5.33,AR,1699846969
436,la ronge,55.1001,-105.2842,272.29,86,75,2.57,CA,1699846969
437,aripuana,-9.1667,-60.6333,298.99,75,42,0.61,BR,1699846969
438,wynyard,-41.0,145.7167,292.35,34,0,6.29,AU,1699846763
439,tobelo,1.7284,128.0095,302.3,73,100,2.86,ID,1699846969
440,northam,51.0333,-4.2167,287.73,98,100,12.66,GB,1699846970
441,jiguani,20.3667,-76.4272,298.03,95,12,1.68,CU,1699846970
442,laguna,38.421,-121.4238,289.14,63,0,2.57,US,1699846970
443,blythe,33.6103,-114.5964,291.4,19,0,2.57,US,1699846970
444,el calafate,-50.3408,-72.2768,280.01,72,100,1.98,AR,1699846970
445,ash shihaniyah,25.3686,51.2264,297.94,65,80,2.09,QA,1699846970
446,yanbu,24.0891,38.0637,300.17,78,20,0.0,SA,1699846970
447,ayapel,8.3137,-75.1398,298.48,95,100,1.87,CO,1699846970
448,alice springs,-23.7,133.8833,308.9,21,86,4.63,AU,1699846970
449,puerto maldonado,-12.6,-69.1833,299.43,67,63,0.83,PE,1699846971
450,paka,4.6374,103.4368,305.11,70,20,1.03,MY,1699846971
451,kamphaeng phet,16.25,99.5,302.88,66,60,1.66,TH,1699846971
452,sarandi grande,-33.7333,-56.3333,287.97,79,100,5.87,UY,1699846971
453,ust-tsilma,65.441,52.1498,267.93,95,97,1.34,RU,1699846762
454,sao joao da barra,-21.6403,-41.0511,297.09,90,85,2.98,BR,1699846971
455,puerto aysen,-45.4,-72.7,278.46,99,100,2.54,CL,1699846971
456,cabanas,22.9758,-82.9219,298.43,87,71,5.33,CU,1699846971
457,severo-yeniseyskiy,60.3725,93.0408,269.03,98,98,0.89,RU,1699846971
458,thunder bay,48.4001,-89.3168,279.14,81,100,5.66,CA,1699846972
459,afaahiti,-17.75,-149.2833,297.08,80,56,2.56,PF,1699846972
460,ouro preto do oeste,-10.7481,-62.2158,297.44,86,42,0.91,BR,1699846825
461,vel'sk,61.0701,42.0983,273.3,91,100,1.79,RU,1699846972
462,leskovac,42.9981,21.9461,277.92,85,75,0.37,RS,1699846972
463,cabo san lucas,22.8909,-109.9124,300.24,69,20,3.6,MX,1699846889
464,grand island,40.925,-98.342,282.75,54,0,1.54,US,1699846972
465,tavda,58.0425,65.2726,274.09,95,95,1.79,RU,1699846972
466,akureyri,65.6835,-18.0878,274.11,69,75,1.03,IS,1699846973
467,paoua,7.2427,16.4406,294.23,96,100,1.31,CF,1699846973
468,ostersund,63.1792,14.6357,267.4,93,100,2.57,SE,1699846973
469,kapuskasing,49.4169,-82.4331,274.2,100,100,8.23,CA,1699846967
470,sinop,41.7711,34.8709,284.56,91,99,2.51,TR,1699846973
471,grand falls-windsor,48.9332,-55.6649,267.73,91,12,2.25,CA,1699846973
472,mwene-ditu,-7.0,23.45,290.44,97,99,1.27,CD,1699846973
473,montalvo,-1.8,-79.3333,298.7,81,42,0.57,EC,1699846973
474,selfoss,63.9331,-20.9971,275.95,61,100,6.14,IS,1699846973
475,colares,38.7992,-9.4469,292.22,95,4,3.13,PT,1699846974
476,pangody,65.85,74.4859,264.85,87,13,9.02,RU,1699846974
477,gurupi,-11.7292,-49.0686,299.57,41,7,1.05,BR,1699846974
478,paidha,2.4167,30.9855,289.55,90,17,1.68,UG,1699846974
479,vaasa,63.096,21.6158,272.16,97,100,4.92,FI,1699846974
480,puerto rico,-26.796,-55.024,298.72,75,34,1.14,AR,1699846974
481,lambarene,-0.7001,10.2406,296.84,96,97,1.36,GA,1699846974
482,maba,24.6841,113.5984,289.81,23,97,2.41,CN,1699846974
483,fortaleza,-3.7227,-38.5247,300.49,74,20,4.63,BR,1699846800
484,masterton,-40.9597,175.6575,290.06,63,31,6.57,NZ,1699846975
485,yazykovo,55.2199,56.1353,275.35,79,100,6.66,RU,1699846975
486,kalmunai,7.4167,81.8167,298.85,89,100,3.84,LK,1699846748
487,nova xavantina,-14.6667,-52.35,299.41,46,94,1.27,BR,1699846975
488,esfarayen,37.0765,57.5101,275.96,51,66,1.32,IR,1699846975
489,box elder,41.5005,-112.8764,282.74,44,98,1.29,US,1699846761
490,dongola,19.1667,30.4833,298.4,50,60,3.09,SD,1699846975
491,nyurba,63.2842,118.3319,259.92,90,100,1.78,RU,1699846975
492,touros,-5.1989,-35.4608,299.59,72,43,5.8,BR,1699846975
493,sinnar,13.5691,33.5672,301.71,37,67,2.63,SD,1699846976
494,daru,-9.0763,143.2092,301.16,65,74,3.95,PG,1699846762
495,kalajoki,64.25,23.95,271.99,82,100,4.34,FI,1699846976
496,huarmey,-10.0681,-78.1522,292.93,83,66,4.47,PE,1699846976
497,yanam,16.7333,82.2167,301.69,64,100,4.22,IN,1699846976
498,gembu,6.7,11.2667,290.8,81,100,1.12,NG,1699846769
499,beroroha,-21.6667,45.1667,300.34,40,0,1.35,MG,1699846976
500,iraquara,-12.2486,-41.6194,293.19,49,1,1.08,BR,1699846976
501,loralai,30.3705,68.598,288.3,22,20,1.54,PK,1699846977
502,chernyshevsk,52.5243,117.0174,267.43,62,13,1.72,RU,1699846977
503,harrison,30.4091,-89.0436,291.19,89,100,6.17,US,1699846977
504,el granada,37.5027,-122.4694,289.76,83,100,4.12,US,1699846977
505,piti village,13.4626,144.6933,305.64,76,40,7.72,GU,1699846977
506,smithers,54.7804,-127.1743,272.33,100,100,1.03,CA,1699846977
507,maceio,-9.6658,-35.7353,295.84,94,0,1.03,BR,1699846977
508,qarauyl,48.9451,79.255,275.99,67,97,6.33,KZ,1699846977
509,oamaru,-45.0784,170.9801,293.92,58,67,0.45,NZ,1699846977
510,vanimo,-2.6741,141.3028,301.7,81,72,2.76,PG,1699846978
511,chaykovskiy,56.7686,54.1148,274.14,91,100,5.75,RU,1699846978
512,buri ram,14.9943,103.1039,302.3,70,63,4.2,TH,1699846978
513,thivai,38.325,23.3189,290.95,87,100,2.39,GR,1699846978
514,mahina,-17.5065,-149.489,298.02,94,75,1.03,PF,1699846753
515,tannum sands,-23.9504,151.3693,301.09,36,4,6.17,AU,1699846978
516,igabi,10.7889,7.7749,292.56,31,53,2.45,NG,1699846978
517,shatrovo,56.5167,64.6333,273.57,88,100,2.9,RU,1699846978
518,castelli,-25.9468,-60.6195,296.97,82,98,5.79,AR,1699846979
519,makurdi,7.7411,8.5121,299.18,81,100,1.31,NG,1699846980
520,raton,36.9034,-104.4391,277.49,26,0,2.57,US,1699846980
521,arkhangel'sk,64.5401,40.5433,266.55,90,68,4.93,RU,1699846783
522,lexington,37.9887,-84.4777,279.15,75,0,0.0,US,1699846950
523,jumla,29.2747,82.1838,288.18,33,0,1.42,NP,1699846461
524,coxim,-18.5067,-54.76,301.22,38,28,0.98,BR,1699846981
525,el hamma,33.8915,9.7963,290.48,68,21,2.26,TN,1699846981
526,stanthorpe,-28.6667,151.95,302.83,41,0,5.09,AU,1699846981
527,okhotsk,59.3833,143.3,260.01,75,1,8.72,RU,1699846981
528,donggang,28.9365,114.2259,282.45,71,99,1.51,CN,1699846981
529,alhandra,-7.4386,-34.9144,297.27,83,15,1.46,BR,1699846982
530,urucui,-7.2294,-44.5561,299.88,38,0,1.53,BR,1699846982
531,son la,21.3167,103.9,296.54,83,72,1.85,VN,1699846982
532,manthani,18.65,79.6667,298.79,57,45,2.08,IN,1699846982
533,walvis bay,-22.9575,14.5053,287.68,88,0,3.09,NA,1699846982
534,mirador,-6.3708,-44.3631,299.34,38,24,0.78,BR,1699846982
535,rongelap,11.1635,166.8941,301.12,84,100,8.88,MH,1699846774
536,krasnoural'sk,58.3638,60.0407,273.38,88,100,2.31,RU,1699846983
537,kruisfontein,-34.0033,24.7314,285.57,68,13,2.63,ZA,1699846983
538,kita,13.0349,-9.4895,295.79,20,27,1.86,ML,1699846983
539,ohara,35.25,140.3833,283.53,70,95,7.4,JP,1699846983
540,kem',64.9555,34.5793,272.26,78,37,7.76,RU,1699846983
541,inirida,3.8653,-67.9239,297.27,95,94,1.44,CO,1699846983
542,enchanted hills,35.3368,-106.593,284.11,49,0,0.89,US,1699846984
543,penzance,50.1186,-5.5371,287.53,92,100,15.82,GB,1699846984
544,pyhajarvi,67.0701,27.2176,262.0,98,100,1.81,FI,1699846984
545,umm kaddadah,13.6017,26.6876,299.68,32,23,4.32,SD,1699846984
546,kalemie,-5.9475,29.1947,294.31,92,78,2.24,CD,1699846984
547,al artawiyah,26.5053,45.3444,294.33,38,100,3.56,SA,1699846984
548,necocli,8.4234,-76.786,299.0,89,100,3.76,CO,1699846985
549,bandar abbas,27.1865,56.2808,295.14,78,0,2.06,IR,1699846985
550,bodo,67.28,14.405,271.73,65,0,8.75,NO,1699846985
551,quiberon,47.4841,-3.1196,289.86,93,100,5.36,FR,1699846985
552,bull savanna,17.8868,-77.5902,298.25,81,26,2.73,JM,1699846985
553,wabag,-5.4781,143.7021,296.49,47,44,1.64,PG,1699846985
554,pontevedra,42.431,-8.6444,292.05,95,100,5.52,ES,1699846986
555,alofi,-19.0595,-169.9187,297.09,88,100,5.66,NU,1699846776
556,viedma,-40.8135,-62.9967,283.02,19,0,4.07,AR,1699846770
557,yung shue wan,22.2333,114.1167,297.38,66,57,2.24,HK,1699846986
558,bima,-8.4667,118.7167,308.1,48,83,0.52,ID,1699846986
559,lilongwe,-13.9669,33.7873,295.38,71,44,1.15,MW,1699846880
560,lerwick,60.1545,-1.1494,281.05,76,20,9.97,GB,1699846986
561,palmas,-10.2128,-48.3603,300.08,74,0,1.54,BR,1699846986
562,gamba,-2.65,10.0,297.93,89,96,1.53,GA,1699846987
563,bomdila,27.25,92.4,289.52,42,0,2.03,IN,1699846987
564,segezha,63.7415,34.3222,270.77,85,100,8.11,RU,1699846987
565,aswan,24.0934,32.907,297.76,60,0,2.57,EG,1699846987
566,micheweni,-4.9667,39.8333,298.95,85,58,1.77,TZ,1699846988
567,soe,-9.8607,124.284,305.32,30,6,4.57,ID,1699846988
568,fisterra,42.9049,-9.2629,292.05,94,98,12.77,ES,1699846988
